,County,Cases,Rate_per_100k
1312,"Huerfano County, CO",0,0.0
1313,"Hughes County, OK",Data suppressed,Data suppressed
1314,"Hughes County, SD",0,0.0
1315,"Humboldt County, CA",Data suppressed,Data suppressed
1316,"Humboldt County, IA",0,0.0
1317,"Humboldt County, NV",Data suppressed,Data suppressed
1318,"Humphreys County, MS",Data suppressed,Data suppressed
1319,"Humphreys County, TN",0,0.0
1320,"Hunt County, TX",10,12.8
1321,"Hunterdon County, NJ",Data suppressed,Data suppressed
1322,"Huntingdon County, PA",Data suppressed,Data suppressed
1323,"Huntington County, IN",Data suppressed,Data suppressed
1324,"Huron County, MI",0,0.0
1325,"Huron County, OH",0,0.0
1326,"Hutchinson County, SD",0,0.0
1327,"Hutchinson County, TX",0,0.0
1328,"Hyde County, NC",0,0.0
1329,"Hyde County, SD",0,0.0
1330,"Iberia Parish, LA",11,18.8
1331,"Iberville Parish, LA",16,57.2
1332,"Ida County, IA",0,0.0
1333,"Idaho County, ID",0,0.0
1334,"Imperial County, CA",40,27.9
1335,"Independence County, AR",Data suppressed,Data suppressed
1336,"Indian River County, FL",8,5.9
1337,"Indiana County, PA",Data suppressed,Data suppressed
1338,"Ingham County, MI",28,11.2
1339,"Inyo County, CA",Data suppressed,Data suppressed
1340,"Ionia County, MI",Data suppressed,Data suppressed
1341,"Iosco County, MI",0,0.0
1342,"Iowa County, IA",0,0.0
1343,"Iowa County, WI",Data suppressed,Data suppressed
1344,"Iredell County, NC",11,7.5
1345,"Irion County, TX",Data suppressed,Data suppressed
1346,"Iron County, MI",0,0.0
1347,"Iron County, MO",Data suppressed,Data suppressed
1348,"Iron County, UT",Data suppressed,Data suppressed
1349,"Iron County, WI",0,0.0
1350,"Iroquois County, IL",0,0.0
1351,"Irwin County, GA",Data suppressed,Data suppressed
1352,"Isabella County, MI",Data suppressed,Data suppressed
1353,"Isanti County, MN",0,0.0
1354,"Island County, WA",Data suppressed,Data suppressed
1355,"Isle Of Wight County, VA",Data suppressed,Data suppressed
1356,"Issaquena County, MS",0,0.0
1357,"Itasca County, MN",0,0.0
1358,"Itawamba County, MS",Data suppressed,Data suppressed
1359,"Izard County, AR",0,0.0
1360,"Jack County, TX",Data suppressed,Data suppressed
1361,"Jackson County, AL",Data suppressed,Data suppressed
1362,"Jackson County, AR",Data suppressed,Data suppressed
1363,"Jackson County, CO",0,0.0
1364,"Jackson County, FL",6,14.3
1365,"Jackson County, GA",5,9.0
1366,"Jackson County, IA",0,0.0
1367,"Jackson County, IL",Data suppressed,Data suppressed
1368,"Jackson County, IN",Data suppressed,Data suppressed
1369,"Jackson County, KS",0,0.0
1370,"Jackson County, KY",Data suppressed,Data suppressed
1371,"Jackson County, MI",13,9.7
1372,"Jackson County, MN",Data suppressed,Data suppressed
1373,"Jackson County, MO",106,18.4
1374,"Jackson County, MS",14,11.8
1375,"Jackson County, NC",Data suppressed,Data suppressed
1376,"Jackson County, OH",Data suppressed,Data suppressed
1377,"Jackson County, OK",Data suppressed,Data suppressed
1378,"Jackson County, OR",13,7.1
1379,"Jackson County, SD",Data suppressed,Data suppressed
1380,"Jackson County, TN",0,0.0
1381,"Jackson County, TX",0,0.0
1382,"Jackson County, WI",0,0.0
1383,"Jackson County, WV",Data suppressed,Data suppressed
1384,"Jackson Parish, LA",Data suppressed,Data suppressed
1385,"James City County, VA",0,0.0
1386,"Jasper County, GA",0,0.0
1387,"Jasper County, IA",Data suppressed,Data suppressed
1388,"Jasper County, IL",0,0.0
1389,"Jasper County, IN",0,0.0
1390,"Jasper County, MO",6,6.1
1391,"Jasper County, MS",5,36.1
1392,"Jasper County, SC",8,33.1
1393,"Jasper County, TX",Data suppressed,Data suppressed
1394,"Jay County, IN",0,0.0
1395,"Jeff Davis County, GA",Data suppressed,Data suppressed
1396,"Jeff Davis County, TX",0,0.0
1397,"Jefferson County, AL",144,26.2
1398,"Jefferson County, AR",11,18.9
1399,"Jefferson County, CO",32,6.5
1400,"Jefferson County, FL",Data suppressed,Data suppressed
1401,"Jefferson County, GA",Data suppressed,Data suppressed
1402,"Jefferson County, IA",0,0.0
1403,"Jefferson County, ID",0,0.0
1404,"Jefferson County, IL",Data suppressed,Data suppressed
1405,"Jefferson County, IN",Data suppressed,Data suppressed
1406,"Jefferson County, KS",0,0.0
1407,"Jefferson County, KY",144,22.3
1408,"Jefferson County, MO",8,4.3
1409,"Jefferson County, MS",Data suppressed,Data suppressed
1410,"Jefferson County, MT",0,0.0
1411,"Jefferson County, NE",0,0.0
1412,"Jefferson County, NY",Data suppressed,Data suppressed
1413,"Jefferson County, OH",Data suppressed,Data suppressed
1414,"Jefferson County, OK",0,0.0
1415,"Jefferson County, OR",Data suppressed,Data suppressed
1416,"Jefferson County, PA",Data suppressed,Data suppressed
1417,"Jefferson County, TN",0,0.0
1418,"Jefferson County, TX",63,29.8
1419,"Jefferson County, WA",0,0.0
1420,"Jefferson County, WI",Data suppressed,Data suppressed
1421,"Jefferson County, WV",Data suppressed,Data suppressed
1422,"Jefferson Davis County, MS",Data suppressed,Data suppressed
1423,"Jefferson Davis Parish, LA",6,23.4
1424,"Jefferson Parish, LA",103,28.2
1425,"Jenkins County, GA",Data suppressed,Data suppressed
1426,"Jennings County, IN",0,0.0
1427,"Jerauld County, SD",0,0.0
1428,"Jerome County, ID",0,0.0
1429,"Jersey County, IL",Data suppressed,Data suppressed
1430,"Jessamine County, KY",Data suppressed,Data suppressed
1431,"Jewell County, KS",0,0.0
1432,"Jim Hogg County, TX",0,0.0
1433,"Jim Wells County, TX",Data suppressed,Data suppressed
1434,"Jo Daviess County, IL",Data suppressed,Data suppressed
1435,"Johnson County, AR",0,0.0
1436,"Johnson County, GA",Data suppressed,Data suppressed
1437,"Johnson County, IA",13,10.2
1438,"Johnson County, IL",0,0.0
1439,"Johnson County, IN",Data suppressed,Data suppressed
1440,"Johnson County, KS",27,5.5
1441,"Johnson County, KY",Data suppressed,Data suppressed
1442,"Johnson County, MO",0,0.0
1443,"Johnson County, NE",0,0.0
1444,"Johnson County, TN",0,0.0
1445,"Johnson County, TX",8,5.9
1446,"Johnson County, WY",0,0.0
1447,"Johnston County, NC",9,5.6
1448,"Johnston County, OK",0,0.0
1449,"Jones County, GA",0,0.0
1450,"Jones County, IA",0,0.0
1451,"Jones County, MS",10,17.9
1452,"Jones County, NC",Data suppressed,Data suppressed
1453,"Jones County, SD",0,0.0
1454,"Jones County, TX",Data suppressed,Data suppressed
1455,"Josephine County, OR",Data suppressed,Data suppressed
1456,"Juab County, UT",0,0.0
1457,"Judith Basin County, MT",0,0.0
1458,"Juneau City and Borough, AK",Data suppressed,Data suppressed
1459,"Juneau County, WI",0,0.0
1460,"Juniata County, PA",0,0.0
1461,"Kalamazoo County, MI",19,8.6
1462,"Kalawao County, HI",Data suppressed,Data suppressed
1463,"Kalkaska County, MI",Data suppressed,Data suppressed
1464,"Kanabec County, MN",0,0.0
1465,"Kanawha County, WV",16,10.2
1466,"Kandiyohi County, MN",0,0.0
1467,"Kane County, IL",30,6.9
1468,"Kane County, UT",0,0.0
1469,"Kankakee County, IL",14,15.1
1470,"Karnes County, TX",Data suppressed,Data suppressed
1471,"Kauai County, HI",Data suppressed,Data suppressed
1472,"Kaufman County, TX",7,7.1
1473,"Kay County, OK",Data suppressed,Data suppressed
1474,"Kearney County, NE",0,0.0
1475,"Kearny County, KS",0,0.0
1476,"Keith County, NE",0,0.0
1477,"Kemper County, MS",Data suppressed,Data suppressed
1478,"Kenai Peninsula Borough, AK",Data suppressed,Data suppressed
1479,"Kendall County, IL",Data suppressed,Data suppressed
1480,"Kendall County, TX",Data suppressed,Data suppressed
1481,"Kenedy County, TX",0,0.0
1482,"Kennebec County, ME",Data suppressed,Data suppressed
1483,"Kenosha County, WI",8,5.7
1484,"Kent County, DE",16,10.9
1485,"Kent County, MD",Data suppressed,Data suppressed
1486,"Kent County, MI",45,8.4
1487,"Kent County, RI",6,4.2
1488,"Kent County, TX",0,0.0
1489,"Kenton County, KY",28,20.5
1490,"Keokuk County, IA",0,0.0
1491,"Kern County, CA",149,21.3
1492,"Kerr County, TX",5,11.2
1493,"Kershaw County, SC",10,18.4
1494,"Ketchikan Gateway Borough, AK",Data suppressed,Data suppressed
1495,"Kewaunee County, WI",0,0.0
1496,"Keweenaw County, MI",0,0.0
1497,"Keya Paha County, NE",0,0.0
1498,"Kidder County, ND",0,0.0
1499,"Kimball County, NE",0,0.0
1500,"Kimble County, TX",0,0.0
1501,"King And Queen County, VA",0,0.0
1502,"King County, TX",0,0.0
1503,"King County, WA",212,11.3
1504,"King George County, VA",0,0.0
1505,"King William County, VA",0,0.0
1506,"Kingfisher County, OK",0,0.0
1507,"Kingman County, KS",Data suppressed,Data suppressed
1508,"Kings County, CA",20,16.7
1509,"Kings County, NY",637,29.6
1510,"Kingsbury County, SD",0,0.0
1511,"Kinney County, TX",0,0.0
1512,"Kiowa County, CO",0,0.0
1513,"Kiowa County, KS",0,0.0
1514,"Kiowa County, OK",0,0.0
1515,"Kit Carson County, CO",0,0.0
1516,"Kitsap County, WA",9,4.0
1517,"Kittitas County, WA",0,0.0
1518,"Kittson County, MN",0,0.0
1519,"Klamath County, OR",0,0.0
1520,"Kleberg County, TX",Data suppressed,Data suppressed
1521,"Klickitat County, WA",Data suppressed,Data suppressed
1522,"Knott County, KY",Data suppressed,Data suppressed
1523,"Knox County, IL",Data suppressed,Data suppressed
1524,"Knox County, IN",Data suppressed,Data suppressed
1525,"Knox County, KY",Data suppressed,Data suppressed
1526,"Knox County, ME",0,0.0
1527,"Knox County, MO",0,0.0
1528,"Knox County, NE",0,0.0
1529,"Knox County, OH",0,0.0
1530,"Knox County, TN",50,12.8
1531,"Knox County, TX",0,0.0
1532,"Kodiak Island Borough, AK",Data suppressed,Data suppressed
1533,"Koochiching County, MN",Data suppressed,Data suppressed
1534,"Kootenai County, ID",10,7.6
1535,"Kosciusko County, IN",Data suppressed,Data suppressed
1536,"Kossuth County, IA",0,0.0
1537,"Kusilvak Census Area, AK",Data suppressed,Data suppressed
1538,"La Crosse County, WI",5,4.9
1539,"La Paz County, AZ",Data suppressed,Data suppressed
1540,"La Plata County, CO",Data suppressed,Data suppressed
1541,"La Salle County, TX",0,0.0
1542,"Labette County, KS",Data suppressed,Data suppressed
1543,"Lac Qui Parle County, MN",0,0.0
1544,"Lackawanna County, PA",7,3.9
1545,"Laclede County, MO",Data suppressed,Data suppressed
1546,"Lafayette County, AR",Data suppressed,Data suppressed
1547,"Lafayette County, FL",Data suppressed,Data suppressed
1548,"Lafayette County, MO",0,0.0
1549,"Lafayette County, MS",10,21.2
1550,"Lafayette County, WI",0,0.0
1551,"Lafayette Parish, LA",52,26.1
1552,"Lafourche Parish, LA",7,8.6
1553,"Lagrange County, IN",0,0.0
1554,"Lake County, CA",Data suppressed,Data suppressed
1555,"Lake County, CO",0,0.0
1556,"Lake County, FL",41,13.8
1557,"Lake County, IL",34,5.8
1558,"Lake County, IN",39,9.7
1559,"Lake County, MI",0,0.0
1560,"Lake County, MN",Data suppressed,Data suppressed
1561,"Lake County, MT",Data suppressed,Data suppressed
1562,"Lake County, OH",14,7.1
1563,"Lake County, OR",0,0.0
1564,"Lake County, SD",0,0.0
1565,"Lake County, TN",0,0.0
1566,"Lake Of The Woods County, MN",0,0.0
1567,"Lake and Peninsula Borough, AK",Data suppressed,Data suppressed
1568,"Lamar County, AL",0,0.0
1569,"Lamar County, GA",Data suppressed,Data suppressed
1570,"Lamar County, MS",5,9.9
1571,"Lamar County, TX",Data suppressed,Data suppressed
1572,"Lamb County, TX",0,0.0
1573,"Lamoille County, VT",Data suppressed,Data suppressed
1574,"Lamoure County, ND",0,0.0
1575,"Lampasas County, TX",Data suppressed,Data suppressed
1576,"Lancaster County, NE",20,7.7
1577,"Lancaster County, PA",21,4.7
1578,"Lancaster County, SC",6,7.7
1579,"Lancaster County, VA",0,0.0
1580,"Lander County, NV",0,0.0
1581,"Lane County, KS",0,0.0
1582,"Lane County, OR",10,3.1
1583,"Langlade County, WI",0,0.0
1584,"Lanier County, GA",Data suppressed,Data suppressed
1585,"Lapeer County, MI",Data suppressed,Data suppressed
1586,"Laporte County, IN",7,7.5
1587,"Laramie County, WY",0,0.0
1588,"Larimer County, CO",12,4.1
1589,"Larue County, KY",Data suppressed,Data suppressed
1590,"Las Animas County, CO",0,0.0
1591,"Lasalle County, IL",0,0.0
1592,"Lasalle Parish, LA",5,40.0
1593,"Lassen County, CA",Data suppressed,Data suppressed
1594,"Latah County, ID",0,0.0
1595,"Latimer County, OK",0,0.0
1596,"Lauderdale County, AL",Data suppressed,Data suppressed
1597,"Lauderdale County, MS",9,14.2
1598,"Lauderdale County, TN",Data suppressed,Data suppressed
1599,"Laurel County, KY",Data suppressed,Data suppressed
1600,"Laurens County, GA",9,23.1
1601,"Laurens County, SC",8,14.2
1602,"Lavaca County, TX",Data suppressed,Data suppressed
1603,"Lawrence County, AL",Data suppressed,Data suppressed
1604,"Lawrence County, AR",Data suppressed,Data suppressed
1605,"Lawrence County, IL",Data suppressed,Data suppressed
1606,"Lawrence County, IN",Data suppressed,Data suppressed
1607,"Lawrence County, KY",Data suppressed,Data suppressed
1608,"Lawrence County, MO",Data suppressed,Data suppressed
1609,"Lawrence County, MS",Data suppressed,Data suppressed
1610,"Lawrence County, OH",Data suppressed,Data suppressed
1611,"Lawrence County, PA",Data suppressed,Data suppressed
1612,"Lawrence County, SD",0,0.0
1613,"Lawrence County, TN",Data suppressed,Data suppressed
1614,"Le Flore County, OK",0,0.0
1615,"Le Sueur County, MN",Data suppressed,Data suppressed
1616,"Lea County, NM",6,11.1
1617,"Leake County, MS",Data suppressed,Data suppressed
1618,"Leavenworth County, KS",Data suppressed,Data suppressed
1619,"Lebanon County, PA",5,4.3
1620,"Lee County, AL",21,15.3
1621,"Lee County, AR",Data suppressed,Data suppressed
1622,"Lee County, FL",77,11.9
1623,"Lee County, GA",Data suppressed,Data suppressed
1624,"Lee County, IA",0,0.0
1625,"Lee County, IL",Data suppressed,Data suppressed
1626,"Lee County, KY",Data suppressed,Data suppressed
1627,"Lee County, MS",13,18.7
1628,"Lee County, NC",Data suppressed,Data suppressed
1629,"Lee County, SC",Data suppressed,Data suppressed
1630,"Lee County, TX",Data suppressed,Data suppressed
1631,"Lee County, VA",0,0.0
1632,"Leelanau County, MI",0,0.0
1633,"Leflore County, MS",8,34.2
1634,"Lehigh County, PA",30,9.8
1635,"Lemhi County, ID",0,0.0
1636,"Lenawee County, MI",Data suppressed,Data suppressed
1637,"Lenoir County, NC",5,10.5
1638,"Leon County, FL",61,24.2
1639,"Leon County, TX",0,0.0
1640,"Leslie County, KY",Data suppressed,Data suppressed
1641,"Letcher County, KY",Data suppressed,Data suppressed
1642,"Levy County, FL",6,17.3
1643,"Lewis And Clark County, MT",Data suppressed,Data suppressed
1644,"Lewis County, ID",0,0.0
1645,"Lewis County, KY",Data suppressed,Data suppressed
1646,"Lewis County, MO",0,0.0
1647,"Lewis County, NY",0,0.0
1648,"Lewis County, TN",0,0.0
1649,"Lewis County, WA",0,0.0
1650,"Lewis County, WV",Data suppressed,Data suppressed
1651,"Lexington City, VA",0,0.0
1652,"Lexington County, SC",43,17.7
1653,"Liberty County, FL",0,0.0
1654,"Liberty County, GA",6,12.4
1655,"Liberty County, MT",0,0.0
1656,"Liberty County, TX",15,22.0
1657,"Licking County, OH",6,4.1
1658,"Limestone County, AL",9,11.4
1659,"Limestone County, TX",Data suppressed,Data suppressed
1660,"Lincoln County, AR",Data suppressed,Data suppressed
1661,"Lincoln County, CO",0,0.0
1662,"Lincoln County, GA",0,0.0
1663,"Lincoln County, ID",0,0.0
1664,"Lincoln County, KS",0,0.0
1665,"Lincoln County, KY",Data suppressed,Data suppressed
1666,"Lincoln County, ME",0,0.0
1667,"Lincoln County, MN",0,0.0
1668,"Lincoln County, MO",Data suppressed,Data suppressed
1669,"Lincoln County, MS",Data suppressed,Data suppressed
1670,"Lincoln County, MT",0,0.0
1671,"Lincoln County, NC",Data suppressed,Data suppressed
1672,"Lincoln County, NE",0,0.0
1673,"Lincoln County, NM",0,0.0
1674,"Lincoln County, NV",0,0.0
1675,"Lincoln County, OK",Data suppressed,Data suppressed
1676,"Lincoln County, OR",0,0.0
1677,"Lincoln County, SD",Data suppressed,Data suppressed
1678,"Lincoln County, TN",Data suppressed,Data suppressed
1679,"Lincoln County, WA",Data suppressed,Data suppressed
1680,"Lincoln County, WI",0,0.0
1681,"Lincoln County, WV",0,0.0
1682,"Lincoln County, WY",0,0.0
1683,"Lincoln Parish, LA",8,19.7
1684,"Linn County, IA",9,4.8
1685,"Linn County, KS",Data suppressed,Data suppressed
1686,"Linn County, MO",Data suppressed,Data suppressed
1687,"Linn County, OR",5,4.8
1688,"Lipscomb County, TX",0,0.0
1689,"Litchfield County, CT",Data suppressed,Data suppressed
1690,"Little River County, AR",Data suppressed,Data suppressed
1691,"Live Oak County, TX",0,0.0
1692,"Livingston County, IL",Data suppressed,Data suppressed
1693,"Livingston County, KY",Data suppressed,Data suppressed
1694,"Livingston County, MI",Data suppressed,Data suppressed
1695,"Livingston County, MO",Data suppressed,Data suppressed
1696,"Livingston County, NY",Data suppressed,Data suppressed
1697,"Livingston Parish, LA",9,8.0
1698,"Llano County, TX",Data suppressed,Data suppressed
1699,"Logan County, AR",0,0.0
1700,"Logan County, CO",0,0.0
1701,"Logan County, IL",0,0.0
1702,"Logan County, KS",0,0.0
1703,"Logan County, KY",Data suppressed,Data suppressed
1704,"Logan County, ND",0,0.0
1705,"Logan County, NE",0,0.0
1706,"Logan County, OH",Data suppressed,Data suppressed
1707,"Logan County, OK",Data suppressed,Data suppressed
1708,"Logan County, WV",Data suppressed,Data suppressed
1709,"Long County, GA",Data suppressed,Data suppressed
1710,"Lonoke County, AR",6,10.1
1711,"Lorain County, OH",25,9.6
1712,"Los Alamos County, NM",0,0.0
1713,"Los Angeles County, CA","1,720",20.2
1714,"Loudon County, TN",Data suppressed,Data suppressed
1715,"Loudoun County, VA",12,3.8
1716,"Louisa County, IA",0,0.0
1717,"Louisa County, VA",Data suppressed,Data suppressed
1718,"Loup County, NE",0,0.0
1719,"Love County, OK",0,0.0
1720,"Loving County, TX",0,0.0
1721,"Lowndes County, AL",Data suppressed,Data suppressed
1722,"Lowndes County, GA",41,43.2
1723,"Lowndes County, MS",6,12.3
1724,"Lubbock County, TX",36,14.3
1725,"Lucas County, IA",0,0.0
1726,"Lucas County, OH",41,11.4
1727,"Luce County, MI",0,0.0
1728,"Lumpkin County, GA",Data suppressed,Data suppressed
1729,"Luna County, NM",0,0.0
1730,"Lunenburg County, VA",0,0.0
1731,"Luzerne County, PA",16,5.8
1732,"Lycoming County, PA",Data suppressed,Data suppressed
1733,"Lyman County, SD",0,0.0
1734,"Lynchburg City, VA",5,7.2
1735,"Lynn County, TX",0,0.0
1736,"Lyon County, IA",0,0.0
1737,"Lyon County, KS",0,0.0
1738,"Lyon County, KY",Data suppressed,Data suppressed
1739,"Lyon County, MN",Data suppressed,Data suppressed
1740,"Lyon County, NV",Data suppressed,Data suppressed
1741,"Mackinac County, MI",Data suppressed,Data suppressed
1742,"Macomb County, MI",70,9.4
1743,"Macon County, AL",6,36.4
1744,"Macon County, GA",0,0.0
1745,"Macon County, IL",Data suppressed,Data suppressed
1746,"Macon County, MO",0,0.0
1747,"Macon County, NC",Data suppressed,Data suppressed
1748,"Macon County, TN",0,0.0
1749,"Macoupin County, IL",0,0.0
1750,"Madera County, CA",13,10.4
1751,"Madison County, AL",39,12.8
1752,"Madison County, AR",0,0.0
1753,"Madison County, FL",Data suppressed,Data suppressed
1754,"Madison County, GA",0,0.0
1755,"Madison County, IA",Data suppressed,Data suppressed
1756,"Madison County, ID",0,0.0
1757,"Madison County, IL",23,10.3
1758,"Madison County, IN",9,8.2
1759,"Madison County, KY",5,6.5
1760,"Madison County, MO",0,0.0
1761,"Madison County, MS",16,18.6
1762,"Madison County, MT",0,0.0
1763,"Madison County, NC",0,0.0
1764,"Madison County, NE",Data suppressed,Data suppressed
1765,"Madison County, NY",Data suppressed,Data suppressed
1766,"Madison County, OH",Data suppressed,Data suppressed
1767,"Madison County, TN",12,14.7
1768,"Madison County, TX",Data suppressed,Data suppressed
1769,"Madison County, VA",0,0.0
1770,"Madison Parish, LA",Data suppressed,Data suppressed
1771,"Magoffin County, KY",Data suppressed,Data suppressed
1772,"Mahaska County, IA",0,0.0
1773,"Mahnomen County, MN",0,0.0
1774,"Mahoning County, OH",17,8.6
1775,"Major County, OK",0,0.0
1776,"Malheur County, OR",Data suppressed,Data suppressed
1777,"Manassas City, VA",Data suppressed,Data suppressed
1778,"Manassas Park City, VA",0,0.0
1779,"Manatee County, FL",45,13.4
1780,"Manistee County, MI",0,0.0
1781,"Manitowoc County, WI",Data suppressed,Data suppressed
1782,"Marathon County, WI",Data suppressed,Data suppressed
1783,"Marengo County, AL",Data suppressed,Data suppressed
1784,"Maricopa County, AZ",494,13.8
1785,"Maries County, MO",Data suppressed,Data suppressed
1786,"Marin County, CA",16,7.2
1787,"Marinette County, WI",Data suppressed,Data suppressed
1788,"Marion County, AL",0,0.0
1789,"Marion County, AR",0,0.0
1790,"Marion County, FL",44,14.4
1791,"Marion County, GA",0,0.0
1792,"Marion County, IA",Data suppressed,Data suppressed
1793,"Marion County, IL",Data suppressed,Data suppressed
1794,"Marion County, IN",227,29.3
1795,"Marion County, KS",0,0.0
1796,"Marion County, KY",Data suppressed,Data suppressed
1797,"Marion County, MO",Data suppressed,Data suppressed
1798,"Marion County, MS",5,24.0
1799,"Marion County, OH",Data suppressed,Data suppressed
1800,"Marion County, OR",13,4.6
1801,"Marion County, SC",6,23.0
1802,"Marion County, TN",Data suppressed,Data suppressed
1803,"Marion County, TX",Data suppressed,Data suppressed
1804,"Marion County, WV",0,0.0
1805,"Mariposa County, CA",Data suppressed,Data suppressed
1806,"Marlboro County, SC",5,21.9
1807,"Marquette County, MI",Data suppressed,Data suppressed
1808,"Marquette County, WI",0,0.0
1809,"Marshall County, AL",8,10.2
1810,"Marshall County, IA",Data suppressed,Data suppressed
1811,"Marshall County, IL",0,0.0
1812,"Marshall County, IN",0,0.0
1813,"Marshall County, KS",0,0.0
1814,"Marshall County, KY",Data suppressed,Data suppressed
1815,"Marshall County, MN",Data suppressed,Data suppressed
1816,"Marshall County, MS",5,16.6
1817,"Marshall County, OK",0,0.0
1818,"Marshall County, SD",Data suppressed,Data suppressed
1819,"Marshall County, TN",Data suppressed,Data suppressed
1820,"Marshall County, WV",Data suppressed,Data suppressed
1821,"Martin County, FL",10,7.1
1822,"Martin County, IN",0,0.0
1823,"Martin County, KY",Data suppressed,Data suppressed
1824,"Martin County, MN",0,0.0
1825,"Martin County, NC",Data suppressed,Data suppressed
1826,"Martin County, TX",0,0.0
1827,"Martinsville City, VA",Data suppressed,Data suppressed
1828,"Mason County, IL",Data suppressed,Data suppressed
1829,"Mason County, KY",Data suppressed,Data suppressed
1830,"Mason County, MI",0,0.0
1831,"Mason County, TX",0,0.0
1832,"Mason County, WA",Data suppressed,Data suppressed
1833,"Mason County, WV",0,0.0
1834,"Massac County, IL",0,0.0
1835,"Matagorda County, TX",7,23.4
1836,"Matanuska-Susitna Borough, AK",Data suppressed,Data suppressed
1837,"Mathews County, VA",0,0.0
1838,"Maui County, HI",9,6.4
1839,"Maury County, TN",12,15.7
1840,"Maverick County, TX",Data suppressed,Data suppressed
1841,"Mayes County, OK",0,0.0
1842,"Mcclain County, OK",0,0.0
1843,"Mccone County, MT",0,0.0
1844,"Mccook County, SD",0,0.0
1845,"Mccormick County, SC",Data suppressed,Data suppressed
1846,"Mccracken County, KY",Data suppressed,Data suppressed
1847,"Mccreary County, KY",Data suppressed,Data suppressed
1848,"Mcculloch County, TX",0,0.0
1849,"Mccurtain County, OK",Data suppressed,Data suppressed
1850,"Mcdonald County, MO",Data suppressed,Data suppressed
1851,"Mcdonough County, IL",Data suppressed,Data suppressed
1852,"Mcdowell County, NC",0,0.0
1853,"Mcdowell County, WV",Data suppressed,Data suppressed
1854,"Mcduffie County, GA",Data suppressed,Data suppressed
1855,"Mchenry County, IL",6,2.3
1856,"Mchenry County, ND",Data suppressed,Data suppressed
1857,"Mcintosh County, GA",Data suppressed,Data suppressed
1858,"Mcintosh County, ND",0,0.0
1859,"Mcintosh County, OK",Data suppressed,Data suppressed
1860,"Mckean County, PA",0,0.0
1861,"Mckenzie County, ND",Data suppressed,Data suppressed
1862,"Mckinley County, NM",13,22.7
1863,"Mclean County, IL",18,12.3
1864,"Mclean County, KY",Data suppressed,Data suppressed
1865,"Mclean County, ND",Data suppressed,Data suppressed
1866,"Mclennan County, TX",41,19.9
1867,"Mcleod County, MN",Data suppressed,Data suppressed
1868,"Mcminn County, TN",Data suppressed,Data suppressed
1869,"Mcmullen County, TX",0,0.0
1870,"Mcnairy County, TN",Data suppressed,Data suppressed
1871,"Mcpherson County, KS",0,0.0
1872,"Mcpherson County, NE",0,0.0
1873,"Mcpherson County, SD",0,0.0
1874,"Meade County, KS",0,0.0
1875,"Meade County, KY",Data suppressed,Data suppressed
1876,"Meade County, SD",Data suppressed,Data suppressed
1877,"Meagher County, MT",0,0.0
1878,"Mecklenburg County, NC",269,30.2
1879,"Mecklenburg County, VA",Data suppressed,Data suppressed
1880,"Mecosta County, MI",0,0.0
1881,"Medina County, OH",9,6.0
1882,"Medina County, TX",Data suppressed,Data suppressed
1883,"Meeker County, MN",Data suppressed,Data suppressed
1884,"Meigs County, OH",0,0.0
1885,"Meigs County, TN",0,0.0
1886,"Mellette County, SD",0,0.0
1887,"Menard County, IL",Data suppressed,Data suppressed
1888,"Menard County, TX",0,0.0
1889,"Mendocino County, CA",Data suppressed,Data suppressed
1890,"Menifee County, KY",Data suppressed,Data suppressed
1891,"Menominee County, MI",Data suppressed,Data suppressed
1892,"Menominee County, WI",0,0.0
1893,"Merced County, CA",26,12.2
1894,"Mercer County, IL",0,0.0
1895,"Mercer County, KY",Data suppressed,Data suppressed
1896,"Mercer County, MO",0,0.0
1897,"Mercer County, ND",0,0.0
1898,"Mercer County, NJ",49,15.7
1899,"Mercer County, OH",0,0.0
1900,"Mercer County, PA",Data suppressed,Data suppressed
1901,"Mercer County, WV",Data suppressed,Data suppressed
1902,"Meriwether County, GA",0,0.0
1903,"Merrick County, NE",0,0.0
1904,"Merrimack County, NH",Data suppressed,Data suppressed
1905,"Mesa County, CO",Data suppressed,Data suppressed
1906,"Metcalfe County, KY",Data suppressed,Data suppressed
1907,"Miami County, IN",Data suppressed,Data suppressed
1908,"Miami County, KS",0,0.0
1909,"Miami County, OH",Data suppressed,Data suppressed
1910,"Miami-Dade County, FL","1,143",48.8
1911,"Middlesex County, CT",8,5.6
1912,"Middlesex County, MA",137,9.9
1913,"Middlesex County, NJ",89,12.7
1914,"Middlesex County, VA",Data suppressed,Data suppressed
1915,"Midland County, MI",Data suppressed,Data suppressed
1916,"Midland County, TX",22,16.9
1917,"Mifflin County, PA",0,0.0
1918,"Milam County, TX",0,0.0
1919,"Millard County, UT",0,0.0
1920,"Mille Lacs County, MN",Data suppressed,Data suppressed
1921,"Miller County, AR",11,30.3
1922,"Miller County, GA",0,0.0
1923,"Miller County, MO",0,0.0
1924,"Mills County, IA",Data suppressed,Data suppressed
1925,"Mills County, TX",0,0.0
1926,"Milwaukee County, WI",136,17.4
1927,"Miner County, SD",0,0.0
1928,"Mineral County, CO",0,0.0
1929,"Mineral County, MT",0,0.0
1930,"Mineral County, NV",0,0.0
1931,"Mineral County, WV",Data suppressed,Data suppressed
1932,"Mingo County, WV",0,0.0
1933,"Minidoka County, ID",Data suppressed,Data suppressed
